number;dtscore;dtscore_aux;dtscoreco;dtscoreco_aux;edad;IBC;labor;calificacion;ingresos;pendeuda;co;credito;yeardde;tinteres;ncuotas;genero;cuota;capacidad;antiguedad_laboral;estrato;tipo_vivienda;nivel_educativo;creditos_activos;personas_hogar;eactual
379;739;0;-999;1;20;5.1;EMPLEADO ;B1;2100000;0.27;0;13420000;2025;0.0187;72;HOMBRE ;362736;0.17;1;1;arriendo;basica;2;4;0
380;793;0;-999;1;29;7.5;EMPLEADO ;B1;2325000;0;0;13545000;2025;0.019;72;HOMBRE;360000;0.14;4;2;propia_pagando;superior;1;3;0
381;766;0;-999;1;33;7.3;EMPLEADO ;B1;6300000;0.22;0;15045000;2025;0.0187;48;HOMBRE ;488142;0.07;8;3;propia;superior;1;3;0
382;837;0;-999;1;44;6.4;EMPLEADO ;B1;;0.23;0;7045000;2024;0.023;72; HOMBRE;179264;0.12;18;4;arriendo;media;2;2;0
383;830;0;-999;1;31;6.8;INDEPENDIENTE;B1;1900000;0.06;0;13224000;2024;0.0208;48;MUJER;438100;0.19;9;3;propia_pagando;tecnica/tecnologica;2;4;0
384;693;0;-999;1;35;5.2;EMPLEADO ;B1;2500000;0.11;0;10545000;2025;0.0187;28;HOMBRE;367384;0.12;8;3;propia;tecnica/tecnologica;1;4;0
385;-999;1;830;0;23;6.5;EMPLEADO ;C1;1700000;0.38;1;10970000;2024;0.0197;48;HOMBRE;328982;0.22;3;1;arriendo;media;2;3;0
386;736;0;726;0;20;5.3;EMPLEADO ;C1;2000000;0.07;1;1,00E+07;2024;0.025;48; HOMBRE;337164;0.18;2;2;arriendo;media;2;2;0
387;748;0;-999;1;21;5.8;INDEPENDIENTE;B1;1500000;0.41;0;5802000;2022;0.018;48; HOMBRE;255366;0.2;1;1;propia_pagando;basica;2;4;0
388;683;0;-999;1;34;6.1;EMPLEADO ;B1;2400000;0;0;10045000;2025;0.0187;36;HOMBRE ;373400;0.17;9;4;propia;tecnica/tecnologica;1;3;0
389;764;0;-999;1;24;6.5;INDEPENDIENTE;B1;2950000;0;0;12920000;2024;0.025;48; HOMBRE;465197;0.2;3;1;arriendo;media;2;2;0
390;739;0;-999;1;28;5.3;EMPLEADO ;B1;2300000;0;0;11595000;2025;0.0187;63;HOMBRE ;348174;0.16;1;1;arriendo;basica;3;4;0
391;748;0;-999;1;21;5.6;EMPLEADO ;B1;2300000;0;0;2,40E+07;2022;0.023;60; HOMBRE;680877;0.24;2;1;arriendo;media;3;2;0
392;800;0;-999;1;33;7.1;EMPLEADO ;B1;2300000;0.07;0;9545000;2025;0.0187;48;HOMBRE ;360530;0.15;8;3;propia_pagando;tecnica/tecnologica;2;3;0
393;721;0;-999;1;24;5.8;EMPLEADO ;B1;1600000;0;0;7,00E+06;2024;0.025;60; HOMBRE;179264;0.1;3;1;arriendo;media;2;3;0
394;-999;1;860;0;22;7.3;INDEPENDIENTE;C1;2000000;0;0;12920000;2024;0.0215;72;MUJER;360206;0.2;2;1;arriendo;basica;3;4;1
395;705;0;-999;1;21;5.1;EMPLEADO ;B1;;0.21;0;8545000;2024;0.0208;72;MUJER;310009;0.11;1;1;propia_pagando;basica;2;4;0
396;733;0;-999;1;23;7.5;EMPLEADO ;B1;2100000;0.04;0;13772000;2025;0.0187;48;HOMBRE ;437800;0.2;2;1;arriendo;media;2;2;0
397;727;0;-999;1;24;6.7;EMPLEADO ;B1;1700000;0.07;0;13445000;2025;0.019;72;HOMBRE;346300;0.18;3;1;arriendo;media;2;3;0
398;410;0;724;0;48;6.4;EMPLEADO ;C1;2000000;0.02;1;7473000;2022;0.023;24; MUJER;571290;0.32;2;1;propia_pagando;basica;3;4;0
399;683;0;-999;1;44;9;EMPLEADO ;B1;6700000;0;0;19045000;2025;0.0187;72;HOMBRE;536500;0.08;17;4;propia;superior;1;2;0
400;-999;1;804;0;27;5.9;EMPLEADO ;C1;2000000;0;1;11737300;2024;0.0197;36;HOMBRE;426952;0.23;6;2;propia_pagando;tecnica/tecnologica;2;3;0
401;728;0;-999;1;32;4.5;EMPLEADO ;B1;2500000;0;0;10545000;2024;0.0197;48;MUJER;360530;0.16;4;2;propia_pagando;tecnica/tecnologica;2;3;0
402;-999;1;729;0;20;6;EMPLEADO ;C1;1400000;0.01;1;7695000;2025;0.0187;60;HOMBRE;179264;0.12;1;1;propia_pagando;basica;2;4;0
403;730;0;-999;1;34;5.9;EMPLEADO ;B1;2400000;0.01;0;11884000;2024;0.0208;48;MUJER;340384;0.13;9;3;propia_pagando;media;2;3;0
404;678;0;-999;1;36;7.3;EMPLEADO ;B1;1800000;0.27;0;12920000;2023;0.031;60; MUJER;600648;0.25;8;3;propia_pagando;tecnica/tecnologica;2;3;0
405;-999;1;831;0;69;5.9;EMPLEADO ;C1;1326000;0.15;1;13045000;2023;0.026;45; HOMBRE;497182;0.25;25;4;propia;tecnica/tecnologica;1;3;0
406;655;0;-999;1;32;5.9;EMPLEADO ;C1;2540000;0.16;0;10045000;2023;0.029;60; HOMBRE;343307;0.14;7;2;propia_pagando;media;2;4;0
407;801;0;-999;1;29;7.1;EMPLEADO ;B1;2600000;0;0;13545000;2025;0.019;55;HOMBRE;361500;0.14;4;2;propia_pagando;tecnica/tecnologica;2;3;1
408;818;0;-999;1;45;6.8;INDEPENDIENTE;B1;2900000;0.28;0;9545000;2024;0.0215;36; HOMBRE;530332;0.19;15;4;propia_pagando;media;2;3;0
409;728;0;-999;1;35;5.9;EMPLEADO ;B1;2800000;0.02;0;12187000;2024;0.0208;63;HOMBRE;303002;0.12;10;3;propia_pagando;media;2;3;1
410;740;0;696;0;21;5.1;EMPLEADO ;C1;1223500;0.18;1;12545000;2025;0.0187;48;HOMBRE;360944;0.25;1;2;arriendo;basica;2;4;1
411;695;0;-999;1;20;5.1;EMPLEADO ;B1;;0;0;3803300;2025;0.0187;24;MUJER ;412426;0.21;1;1;propia_pagando;basica;2;4;0
412;741;0;-999;1;54;7.9;INDEPENDIENTE;B1;6600000;0.31;0;16274000;2025;0.0187;72;HOMBRE;504958;0.07;22;4;propia;superior;1;2;0
413;736;0;-999;1;24;5.6;EMPLEADO ;B1;2000000;0.07;0;12746000;2024;0.025;69; HOMBRE;337164;0.2;3;1;arriendo;basica;3;3;0
414;619;0;761;0;20;5.7;EMPLEADO ;C1;2000000;0.09;1;15845000;2024;0.023;50; HOMBRE;488142;0.27;1;1;arriendo;basica;2;4;0
415;789;0;-999;1;37;6.8;EMPLEADO ;B1;2300000;0;0;15134000;2024;0.0208;72;HOMBRE;415627;0.12;8;2;propia_pagando;superior;1;3;0
416;647;0;488;0;24;4.8;EMPLEADO ;B1;1300000;0.18;1;16045000;2024;0.025;60; MUJER;439534;0.26;3;1;arriendo;media;2;3;0
417;705;0;-999;1;26;6.3;EMPLEADO ;B1;3766000;0.11;0;15054000;2024;0.0197;68;MUJER;418914;0.11;5;2;propia_pagando;tecnica/tecnologica;2;4;0
418;764;0;745;0;22;4.6;EMPLEADO ;C1;3100000;0.38;1;11642000;2025;0.0187;72;MUJER;332280;0.1;2;1;arriendo;media;2;2;0
419;655;0;-999;1;25;5.4;EMPLEADO ;B1;1625000;0.06;0;1,10E+07;2023;0.03;72; HOMBRE;407678;0.25;4;2;propia_pagando;tecnica/tecnologica;2;3;0
420;625;0;623;0;37;5.1;EMPLEADO ;C1;2500000;0.15;1;10945000;2023;0.031;72; HOMBRE;656052;0.25;5;2;propia_pagando;tecnica/tecnologica;2;3;0
421;-999;1;809;0;21;5.2;EMPLEADO ;C1;2500000;0.11;1;10545000;2025;0.0187;36;HOMBRE;492124;0.22;1;1;arriendo;basica;2;4;1
422;744;0;-999;1;25;7.4;EMPLEADO ;C1;2800000;0.32;0;1,10E+07;2025;0.0187;55;HOMBRE;332280;0.12;3;1;arriendo;media;2;3;0
423;746;0;-999;1;54;7.6;EMPLEADO ;B1;3200000;0.14;0;11524000;2025;0.0187;12;MUJER;398982;0.09;22;3;propia;superior;1;2;0
424;571;0;656;0;48;5.5;EMPLEADO ;C1;1800000;0.01;1;11045000;2023;0.026;48; HOMBRE;370285;0.2;1;1;propia_pagando;basica;3;4;1
425;714;0;-999;1;36;9;EMPLEADO ;B1;1400000;0.26;0;15054000;2024;0.0197;72;HOMBRE;421209;0.27;10;3;propia_pagando;superior;1;3;0
426;748;0;-999;1;32;5.1;INDEPENDIENTE;B1;2700000;0;1;7045000;2025;0.0187;36;HOMBRE ;244452;0.09;8;3;propia_pagando;media;1;3;1
427;771;0;-999;1;31;7.5;EMPLEADO ;C1;;0.21;0;8034000;2025;0.0187;72;HOMBRE;198168;0.11;9;3;arriendo;media;2;3;0
428;-999;1;740;0;20;5.6;EMPLEADO ;C1;2050000;0.24;0;6684000;2025;0.0187;72;HOMBRE ;343998;0.25;1;1;arriendo;basica;2;4;0
429;678;0;-999;1;36;6.6;EMPLEADO ;C1;2200000;0.15;0;17025000;2023;0.031;60; HOMBRE;610000;0.26;8;2;propia_pagando;media;1;4;0
430;667;0;805;0;24;5.3;EMPLEADO ;B1;2000000;0.21;1;15845000;2024;0.025;48; HOMBRE;477610;0.26;3;1;arriendo;media;2;3;0
431;736;0;-999;1;24;5.6;EMPLEADO ;C1;2050000;0.06;0;12920000;2024;0.025;72; HOMBRE;427412;0.27;3;1;arriendo;media;2;3;0
432;695;0;716;0;28;6.5;EMPLEADO ;C1;1900000;0;1;11145000;2023;0.027;59; HOMBRE;403089;0.2;6;2;propia_pagando;superior;1;4;0
433;819;0;-999;1;45;6.4;EMPLEADO ;B1;7100000;0.18;0;13224000;2024;0.025;48; HOMBRE;474258;0.07;16;4;propia;superior;1;2;0
434;794;0;668;0;49;5.2;EMPLEADO ;C1;1700000;0.14;1;6925500;2022;0.022;58; MUJER;218700;0.1;35;4;propia;superior;1;2;0
435;783;0;-999;1;51;8.1;INDEPENDIENTE;B1;2000000;0;0;11524000;2024;0.0208;60;MUJER;389168;0.15;25;3;propia;superior;1;2;0
436;392;0;834;0;42;5.9;EMPLEADO ;C1;2100000;0.16;1;11045000;2023;0.029;45; HOMBRE;482651;0.18;1;1;propia_pagando;basica;3;4;1
437;784;0;-999;1;51;4.8;EMPLEADO ;B1;7100000;0.05;0;13545000;2022;0.018;60; HOMBRE;303480;0.02;20;4;propia;media;2;3;0
438;767;0;-999;1;34;5.2;INDEPENDIENTE;B1;3100000;0.14;0;10045000;2024;0.0215;48;HOMBRE;534174;0.19;12;3;propia_pagando;media;2;3;0
439;730;0;-999;1;25;5.3;EMPLEADO ;B1;2500000;0;1;4200000;2024;0.0208;20;HOMBRE;253364;0.05;4;2;arriendo;media;2;3;0
440;749;0;-999;1;29;8.3;EMPLEADO ;B1;6000000;0.24;0;19045000;2024;0.023;48; HOMBRE;496850;0.07;6;2;propia_pagando;superior;1;3;0
441;743;0;-999;1;22;6;EMPLEADO ;B1;1650000;0.07;0;15045000;2024;0.0208;63;MUJER;519110;0.32;2;1;arriendo;media;2;2;0
442;743;0;726;0;20;6.1;EMPLEADO ;C1;2100000;0.07;1;12274000;2024;0.025;72; HOMBRE;434354;0.16;2;1;arriendo;media;2;3;0
443;736;0;-999;1;44;5.2;EMPLEADO ;B1;2430000;0.21;0;10045000;2025;0.016;48;MUJER;264216;0.17;18;4;propia;tecnica/tecnologica;1;4;0
444;830;0;796;0;44;6.8;EMPLEADO ;C1;2500000;0;0;13225000;2024;0.0208;50;MUJER;467250;0.14;20;4;propia;superior;1;3;0
445;762;0;-999;1;28;5.3;EMPLEADO ;B1;2700000;0.17;0;13045000;2025;0.0187;48;HOMBRE;467250;0.15;7;2;propia;tecnica/tecnologica;1;4;0
446;-999;1;794;0;19;5.1;INDEPENDIETE;B1;2400000;0.11;0;10633762;2025;0.019;48;HOMBRE;373414;0.2;1;1;arriendo;basica;2;4;0
447;668;0;-999;1;25;6.5;EMPLEADO ;B1;2025000;0.62;0;5802000;2022;0.022;36; MUJER;236021;0.15;4;3;arriendo;media;2;3;0
448;756;0;-999;1;28;5.3;EMPLEADO ;B1;;0.23;0;14704000;2025;0.0187;36;MUJER;570680;0.17;7;2;propia_pagando;media;2;3;0
449;819;0;-999;1;46;6.5;INDEPENDIENTE;B1;3662000;0.33;0;13225000;2024;0.025;48; HOMBRE;497182;0.17;15;3;propia_pagando;media;1;3;0
450;733;0;-999;1;27;6.2;EMPLEADO ;B1;2900000;0.07;0;12945000;2025;0.0187;48;HOMBRE ;420006;0.15;7;2;propia_pagando;tecnica/tecnologica;2;3;0
451;751;0;-999;1;23;5.6;EMPLEADO ;B1;2100000;0.01;0;12746000;2023;0.031;60; HOMBRE;407678;0.23;1;1;propia_pagando;basica;2;4;0
452;734;0;-999;1;27;5.4;EMPLEADO ;B1;1700000;0;0;10045000;2024;0.0215;72;HOMBRE;534174;0.29;7;2;propia;tecnica/tecnologica;1;3;0
453;734;0;693;0;32;5.5;EMPLEADO ;C1;1600000;0;1;13624000;2022;0.0235;59; HOMBRE;418006;0.27;1;1;propia_pagando;basica;3;5;0
454;776;0;-999;1;22;6.5;EMPLEADO ;B1;1423500;0;0;13242000;2025;0.0187;60;HOMBRE ;303480;0.21;2;1;arriendo;media;2;2;0
455;698;0;-999;1;20;5.8;EMPLEADO ;B1;1100000;0;0;11440000;2025;0.0187;32;HOMBRE ;492124;0.4;1;1;propia_pagando;basica;2;4;1
456;734;0;-999;1;26;5.8;EMPLEADO ;B1;2100000;0;0;11344000;2024;0.0215;72;HOMBRE;340384;0.13;4;2;propia_pagando;tecnica/tecnologica;2;4;0
457;801;0;-999;1;37;8.5;EMPLEADO ;B1;3949395;0.19;0;13384000;2025;0.019;48;HOMBRE;437992;0.14;13;4;propia;superior;1;3;0
458;727;0;-999;1;44;6.9;EMPLEADO ;B1;2600000;0;1;15045000;2025;0.0187;36;MUJER;550772;0.18;20;4;propia;superior;1;2;1
459;775;0;-999;1;43;8.1;EMPLEADO ;B1;4000000;0.28;1;21045000;2024;0.023;18; HOMBRE;2036384;0.19;19;4;propia;superior;1;2;0
460;718;0;-999;1;23;5.3;EMPLEADO ;B1;;0.05;0;12920000;2023;0.031;72; HOMBRE;437250;0.21;2;1;arriendo;basica;2;4;0
461;739;0;-999;1;25;5.4;EMPLEADO ;B1;3050000;0.04;0;13270000;2024;0.0208;48;HOMBRE;445962;0.15;4;2;propia_pagando;tecnica/tecnologica;2;4;0
462;756;0;-999;1;37;5.2;EMPLEADO ;B1;7500000;0.16;0;60045000;2022;0.022;69; HOMBRE;680877;0.16;8;3;propia_pagando;media;2;4;0
463;709;0;-999;1;33;5.1;EMPLEADO ;B1;3300000;0.16;0;10945000;2024;0.025;72; HOMBRE;398235;0.13;12;4;propia;tecnica/tecnologica;1;4;1
464;-999;1;782;0;27;7.3;EMPLEADO ;C1;2100000;0.1;0;11344000;2024;0.0208;60;MUJER;337164;0.2;5;2;propia_pagando;superior;1;3;0
465;727;0;-999;1;26;6.2;EMPLEADO ;B1;2900000;0.46;0;1,10E+07;2025;0.019;36;HOMBRE;367384;0.12;4;2;propia_pagando;tecnica/tecnologica;2;4;0
466;758;0;693;0;28;5.6;EMPLEADO ;C1;2000000;0.02;1;12775000;2023;0.031;60; HOMBRE;482651;0.31;6;2;propia;tecnica/tecnologica;1;3;1
467;818;0;-999;1;43;6.8;EMPLEADO ;B1;2750000;0.33;0;13225000;2024;0.0215;48; HOMBRE;465197;0.18;20;4;arriendo;media;1;2;0
468;732;0;-999;1;29;5.5;EMPLEADO ;B1;3500000;0.35;0;15150000;2023;0.025;36; HOMBRE;608676;0.26;1;2;propia_pagando;basica;3;4;0
469;801;0;-999;1;29;7.5;EMPLEADO ;B1;2525000;0.07;0;4825000;2025;0.019;24;HOMBRE;198422;0.11;4;2;propia_pagando;media;1;3;0
470;717;0;725;0;21;6.1;EMPLEADO ;C1;1300000;0.07;1;12746000;2024;0.025;60; HOMBRE;389920;0.2;1;1;arriendo;basica;2;4;1
471;647;0;638;0;25;4.8;EMPLEADO ;B1;1500000;0;1;9,00E+06;2024;0.025;60; MUJER;434354;0.23;4;2;propia_pagando;tecnica/tecnologica;2;3;0
472;752;0;-999;1;31;5.2;EMPLEADO ;B1;2300000;0.16;0;13045000;2022;0.022;60; HOMBRE;380787;0.17;5;2;propia_pagando;tecnica/tecnologica;2;3;0
473;745;0;735;0;20;5.2;INDEPENDIENTE;C1;1600000;0.09;1;14645000;2024;0.025;48; HOMBRE;465197;0.23;2;1;arriendo;media;2;2;0
474;752;0;-999;1;29;5.9;EMPLEADO ;B1;6000000;0.24;0;17495999;2024;0.023;60; HOMBRE;515261;0.04;7;2;propia_pagando;media;2;4;0
475;756;0;820;0;31;6.1;EMPLEADO ;C1;2200000;0.21;1;6434000;2025;0.0187;24;HOMBRE;571290;0.18;9;3;propia;superior;1;3;1
476;799;0;-999;1;33;6.8;EMPLEADO ;B1;2500000;0.18;0;8654000;2024;0.0197;24;MUJER;530332;0.19;8;3;propia_pagando;tecnica/tecnologica;2;4;0
477;798;0;-999;1;38;5.8;EMPLEADO ;B1;;0.28;0;11344000;2024;0.023;60; HOMBRE;398235;0.12;15;4;propia;superior;1;2;1
478;-999;1;740;0;21;6;EMPLEADO ;C1;3200000;0;1;8645000;2025;0.0187;48;HOMBRE;372374;0.12;2;1;arriendo;media;2;2;0
479;726;0;-999;1;32;8.3;INDEPENDIENTE;B1;7000000;0.31;0;10169999;2024;0.023;36; HOMBRE;556731;0.07;8;3;propia_pagando;superior;1;3;0
480;668;0;849;0;27;5.5;INDEPENDIENTE;C1;2025000;0.14;1;6925500;2022;0.0235;67; HOMBRE;198168;0.11;1;1;propia_pagando;basica;3;4;0
481;745;0;668;0;20;6.7;EMPLEADO ;C1;890000;0;1;4364000;2024;0.025;36; HOMBRE;244452;0.17;2;1;propia_pagando;media;1;3;0
482;746;0;-999;1;28;6.8;INDEPENDIENTE;B1;1700000;0;0;13242000;2025;0.0187;36;HOMBRE ;558130;0.33;6;2;propia_pagando;tecnica/tecnologica;2;3;0
483;-999;1;809;0;29;5.1;EMPLEADO ;C1;4400000;0.11;0;10545000;2025;0.0187;36;HOMBRE ;450289;0.11;6;2;propia;superior;1;3;0
484;750;0;-999;1;37;7.1;INDEPENDIENTE;B1;1743214;0.02;0;7587000;2023;0.03;24; HOMBRE;253364;0.18;12;3;propia;tecnica/tecnologica;1;4;1
485;647;0;725;0;30;7.1;EMPLEADO ;C1;3462000;0;1;16045000;2024;0.025;72; HOMBRE;442860;0.17;9;2;propia;tecnica/tecnologica;1;3;1
486;739;0;-999;1;20;6.5;EMPLEADO ;B1;;0.01;0;14645000;2025;0.0187;48;HOMBRE ;446838;0.22;1;1;propia_pagando;basica;2;4;0
487;705;0;-999;1;28;5.1;EMPLEADO ;B1;2700000;0.15;0;6695000;2023;0.026;48; HOMBRE;175948;0.1;6;2;propia_pagando;media;2;3;0
488;750;0;-999;1;23;5.8;INDEPENDIENTE;B1;1700000;0;0;13624000;2023;0.03;48; HOMBRE;437250;0.23;2;1;arriendo;media;2;2;1
489;626;0;-999;1;40;7.3;EMPLEADO ;B1;3000000;0.36;0;11725000;2023;0.031;57; HOMBRE;403089;0.13;12;3;propia;tecnica/tecnologica;1;4;0
490;752;0;-999;1;43;5.5;EMPLEADO ;B1;5209970;0.05;0;15150000;2022;0.022;72; HOMBRE;421209;0.07;2;1;arriendo;media;2;4;0
491;705;0;-999;1;30;7.3;EMPLEADO ;B1;1200000;0;0;11145000;2023;0.023;72; HOMBRE;338556;0.27;6;2;propia_pagando;tecnica/tecnologica;2;3;1
492;743;0;-999;1;30;7.1;EMPLEADO ;B1;1500000;0;0;1,10E+07;2024;0.025;72; HOMBRE;534174;0.31;9;3;propia;superior;1;3;0
493;729;0;-999;1;40;6.9;EMPLEADO ;B1;2900000;0.17;0;17035000;2025;0.0187;72;HOMBRE ;536500;0.19;16;4;propia;superior;1;3;0
494;678;0;849;0;27;5.7;EMPLEADO ;C1;1800000;0.19;1;18045000;2023;0.031;60; HOMBRE;577346;0.32;6;2;propia_pagando;tecnica/tecnologica;2;3;1
495;-999;1;-999;1;41;7.4;EMPLEADO ;B1;;0.6;0;12945000;2025;0.016;48;HOMBRE;467250;0.07;15;4;propia;superior;1;2;1
496;693;0;-999;1;32;7.5;EMPLEADO ;B1;2920720;0.18;0;13545000;2025;0.0187;48;HOMBRE ;437992;0.16;8;3;propia_pagando;superior;1;3;0
497;-999;1;814;0;24;6.2;EMPLEADO ;B1;2000000;0;1;13242000;2024;0.0197;48;HOMBRE;438871;0.23;4;2;propia_pagando;tecnica/tecnologica;2;3;0
498;665;0;-999;1;32;8.1;INDEPENDIENTE;B1;7100000;0;0;18045000;2025;0.0187;72;HOMBRE ;508021;0.05;8;3;propia;superior;1;2;0
499;-999;1;700;0;24;7.6;EMPLEADO ;C1;1600000;0.06;1;7310000;2022;0.03;36; HOMBRE;215945;0.11;30;4;propia;superior;1;3;0
500;746;0;-999;1;32;6.1;EMPLEADO ;C1;2100000;0.04;1;14369999;2025;0.019;48;HOMBRE;445962;0.18;9;3;propia_pagando;tecnica/tecnologica;2;3;0
501;686;0;-999;1;21;4.8;EMPLEADO ;B1;2000000;0.25;0;15045000;2024;0.0208;72;HOMBRE;452442;0.26;1;1;arriendo;basica;2;4;0
502;665;0;-999;1;36;8;EMPLEADO ;B1;5500000;0.31;0;11634000;2025;0.0187;12;HOMBRE;910907;0.16;10;3;propia_pagando;superior;1;3;0
503;770;0;-999;1;20;5.3;EMPLEADO ;B1;1800000;0.07;0;9245000;2025;0.019;72;HOMBRE;303002;0.16;1;1;arriendo;basica;2;4;0
504;701;0;-999;1;41;6.9;EMPLEADO ;B1;2300000;0;0;17035000;2025;0.0187;72;HOMBRE ;536500;0.17;11;3;propia;tecnica/tecnologica;1;3;1
505;719;0;-999;1;25;5.5;EMPLEADO ;B1;1800000;0.06;0;5545000;2024;0.0215;24;HOMBRE;371946;0.24;4;2;propia_pagando;tecnica/tecnologica;2;3;0
506;592;0;836;0;20;5;EMPLEADO ;B1;2200000;0;0;11642000;2025;0.0187;18;HOMBRE;454713;0.23;1;1;propia_pagando;basica;2;4;0
507;799;0;-999;1;27;5.4;EMPLEADO ;B1;1200000;0.19;0;9204000;2024;0.0208;40;HOMBRE;286475;0.2;1;1;propia_pagando;basica;3;4;0
508;739;0;735;0;31;8.3;EMPLEADO ;C1;1600000;0.23;1;12775000;2024;0.025;60; HOMBRE;353700;0.17;7;2;propia_pagando;tecnica/tecnologica;2;3;0
509;746;0;760;0;21;3.3;EMPLEADO ;C1;;0.25;1;12545000;2025;0.016;72;HOMBRE;303480;0.23;1;1;propia_pagando;basica;2;4;1
510;730;0;791;0;22;5.1;EMPLEADO ;C1;;0;0;10045000;2024;0.0208;24;HOMBRE;488850;0.33;2;1;arriendo;media;2;2;1
511;764;0;-999;1;28;5.4;EMPLEADO ;B1;4300000;0.19;0;4825000;2025;0.019;48;HOMBRE;224488;0.08;2;1;propia_pagando;media;1;4;0
512;628;0;801;0;29;5.6;INDEPENDIETE;C1;6500000;0.22;1;15045000;2025;0.019;71;HOMBRE;446874;0.07;7;2;arriendo;media;2;3;1
513;571;0;587;0;37;7.1;EMPLEADO ;C1;5100000;0.6;1;10045000;2024;0.025;12; HOMBRE;910907;0.17;8;2;propia_pagando;tecnica/tecnologica;2;3;0
514;709;0;805;0;22;6.1;EMPLEADO ;B1;3766000;0.12;1;11045000;2024;0.025;72; HOMBRE;434354;0.13;2;1;arriendo;media;2;3;1
515;778;0;-999;1;25;6.5;EMPLEADO ;B1;2400000;0.12;0;11255000;2024;0.0215;72;MUJER;338556;0.14;3;1;arriendo;media;2;3;0
516;718;0;-999;1;22;5.4;INDEPENDIENTE;B1;1160000;0.07;0;10645000;2023;0.027;72; HOMBRE;343307;1.89;1;1;propia_pagando;basica;2;4;0
517;748;0;426;0;28;7.4;EMPLEADO ;B1;2500000;0.21;0;12045000;2025;0.0187;36;HOMBRE ;462360;0.2;7;2;propia_pagando;superior;1;3;0
518;289;0;837;0;31;5.5;EMPLEADO ;B1;4860000;0.35;1;15150000;2022;0.023;32; HOMBRE;550202;0.14;1;1;propia_pagando;basica;3;4;0
519;685;0;488;0;22;5.4;EMPLEADO ;B1;1250000;0;1;11954000;2023;0.027;72; HOMBRE;482651;0.35;2;1;arriendo;media;3;2;0
520;732;0;-999;1;23;5.1;EMPLEADO ;B1;1600000;0;0;11924000;2023;0.03;72; HOMBRE;425083;0.21;1;1;propia_pagando;basica;2;4;0
521;661;0;-999;1;44;5.4;INDEPENDIENTE;B1;3000000;0.02;0;16545000;2024;0.0197;23;HOMBRE;548474;0.19;20;4;propia;media;1;3;0
522;809;0;-999;1;42;5.9;EMPLEADO ;B1;1400000;0.27;0;11200000;2025;0.0187;72;HOMBRE;353700;0.27;16;4;propia;tecnica/tecnologica;1;4;0
523;778;0;-999;1;25;6.2;EMPLEADO ;B1;;0.22;0;15045000;2024;0.0208;48;MUJER;488142;0.14;4;2;propia_pagando;tecnica/tecnologica;2;4;0
524;737;0;-999;1;32;6.4;EMPLEADO ;B1;4400000;0.14;0;15045000;2025;0.0187;18;HOMBRE ;608676;0.1;8;3;propia_pagando;tecnica/tecnologica;2;4;0
525;321;0;821;0;24;5.2;EMPLEADO ;C1;1000000;0;1;10045000;2024;0.023;60; HOMBRE;337164;0.23;3;1;arriendo;basica;3;3;0
526;766;0;-999;1;28;5.3;EMPLEADO ;B1;3100000;0.17;0;12150000;2025;0.019;48;HOMBRE;387142;0.15;1;1;propia_pagando;basica;3;4;0
527;350;0;-999;1;41;6.6;EMPLEADO ;B1;2700000;0.89;0;11634000;2023;0.031;36; HOMBRE;439737;0.19;9;4;propia;tecnica/tecnologica;1;3;0
528;743;0;-999;1;22;5.8;EMPLEADO ;B1;1290000;0.01;0;15845000;2024;0.0208;72;MUJER;440583;0.28;2;2;arriendo;media;2;2;0
529;792;0;-999;1;29;6.6;EMPLEADO ;B1;1600000;0.1;0;11200000;2023;0.031;72; HOMBRE;407678;0.26;5;2;propia_pagando;tecnica/tecnologica;2;4;0
530;-999;1;809;0;21;6.2;INDEPENDIENTE;C1;;0;0;9202750;2025;0.0187;48;HOMBRE ;395698;0.23;1;1;arriendo;media;2;4;0
531;793;0;-999;1;27;4.8;EMPLEADO ;B1;2200000;0.06;0;11200000;2025;0.019;72;HOMBRE;303002;0.2;8;3;propia_pagando;tecnica/tecnologica;2;4;0
532;619;0;761;0;21;5.1;EMPLEADO ;C1;1300000;0;1;6045000;2024;0.0215;36;HOMBRE;244452;0.5;1;1;arriendo;basica;3;4;0
533;729;0;-999;1;29;8.1;EMPLEADO ;B1;2700000;0;0;19045000;2025;0.0187;48;HOMBRE ;584900;0.19;6;2;propia_pagando;superior;1;3;0
534;587;0;805;0;19;5.2;INDEPENDIENTE;C1;1600000;0;0;9202750;2025;0.0187;48;HOMBRE ;395698;0.22;1;1;arriendo;basica;2;4;0
535;701;0;696;0;22;7.7;EMPLEADO ;C1;2400000;0;0;19445000;2025;0.0187;72;HOMBRE ;515261;0.19;2;1;arriendo;media;2;3;0
536;784;0;-999;1;51;5.9;EMPLEADO ;B1;3500000;0.16;0;17495999;2022;0.022;45; MUJER;453832;0.15;25;4;propia;superior;1;2;1
537;-999;1;814;0;22;5.9;EMPLEADO ;C1;3000000;0.06;1;10045000;2024;0.025;60; HOMBRE;370285;0.11;2;1;arriendo;media;2;2;0
538;751;0;-999;1;33;5.3;EMPLEADO ;B1;1600000;0;0;10045000;2023;0.031;72; HOMBRE;350281;0.35;2;1;propia_pagando;basica;3;4;0
539;751;0;-999;1;22;6.4;INDEPENDIENTE;B1;2000000;0.01;0;12554000;2023;0.031;72; HOMBRE;415060;0.2;2;1;arriendo;media;2;3;0
