number;dtscore;dtscore_aux;dtscoreco;dtscoreco_aux;edad;IBC;labor;calificacion;ingresos;pendeuda;co;credito;yeardde;tinteres;ncuotas;genero;cuota;capacidad;antiguedad_laboral;estrato;tipo_vivienda;nivel_educativo;creditos_activos;personas_hogar;eactual
540;805;0;-999;1;31;6.4;INDEPENDIENTE;B1;4100000;0.15;0;8654000;2024;0.0208;24;MUJER;439737;0.14;8;3;propia_pagando;tecnica/tecnologica;2;3;0
541;-999;1;860;0;27;7.3;EMPLEADO ;C1;1400000;0.14;1;13045000;2024;0.0197;60;HOMBRE;380787;0.25;5;3;propia_pagando;tecnica/tecnologica;2;3;0
542;766;0;734;0;31;6.4;EMPLEADO ;C1;1900000;0.21;0;7045000;2025;0.019;36;MUJER;244452;0.08;8;3;propia_pagando;media;2;3;0
543;709;0;-999;1;30;5.6;EMPLEADO ;B1;6800000;0.14;0;13045000;2024;0.025;48; HOMBRE;447508;0.05;8;3;propia;superior;1;3;0
544;628;0;656;0;21;5.3;EMPLEADO ;C1;1500000;0.25;1;12746000;2023;0.026;59; MUJER;387142;0.25;2;2;arriendo;media;2;2;0
545;801;0;-999;1;54;7.1;EMPLEADO ;B1;2200000;0.05;0;9845000;2025;0.019;72;HOMBRE;306438;0.18;25;4;propia;tecnica/tecnologica;1;4;0
546;667;0;150;0;36;7.1;EMPLEADO ;B1;7000000;0.35;0;11695000;2024;0.025;32; HOMBRE;485858;0.04;12;3;propia;tecnica/tecnologica;1;4;0
547;717;0;598;0;20;5.4;EMPLEADO ;C1;1300000;0;1;4364000;2024;0.025;24; HOMBRE;412426;0.26;2;1;arriendo;media;2;2;0
548;756;0;-999;1;26;6;EMPLEADO ;B1;1900000;0;0;11884000;2024;0.0208;48;MUJER;375522;0.17;4;2;propia_pagando;tecnica/tecnologica;2;4;0
549;769;0;-999;1;26;5.9;EMPLEADO ;B1;1400000;0;0;1,10E+07;2024;0.0208;60;MUJER;389920;0.26;5;2;propia_pagando;tecnica/tecnologica;2;3;0
550;737;0;760;0;20;4.6;EMPLEADO ;C1;;0;0;10633762;2025;0.0187;48;HOMBRE ;360530;0.14;1;1;propia_pagando;basica;2;4;0
551;829;0;-999;1;45;7.5;EMPLEADO ;B1;2800000;0.2;0;8654000;2024;0.0215;45; HOMBRE;283137;0.09;18;4;propia;superior;1;2;0
552;818;0;-999;1;42;6.8;EMPLEADO ;B1;3200000;0.23;0;9545000;2024;0.0215;48; HOMBRE;323534;0.13;15;4;propia;tecnica/tecnologica;1;4;0
553;695;0;422;0;36;6.5;EMPLEADO ;B1;2500000;0.29;1;12920000;2023;0.027;36; HOMBRE;845000;0.25;10;3;propia;tecnica/tecnologica;1;3;1
554;766;0;-999;1;34;7.3;EMPLEADO ;B1;2500000;0.01;0;16045000;2025;0.0187;48;HOMBRE ;477610;0.18;8;3;propia_pagando;tecnica/tecnologica;2;3;0
555;691;0;-999;1;30;4.3;EMPLEADO ;B1;2500000;0;0;16204000;2025;0.019;72;HOMBRE;418582;0.17;8;2;propia_pagando;tecnica/tecnologica;2;3;1
556;392;0;828;0;30;5.5;EMPLEADO ;C1;1900000;0.01;1;10890001;2022;0.022;72; HOMBRE;340384;0.27;1;1;propia_pagando;basica;3;5;0
557;289;0;795;0;21;7;EMPLEADO ;B1;;0.06;1;6359000;2022;0.022;15; HOMBRE;198422;0.1;2;1;arriendo;media;2;3;0
558;794;0;-999;1;37;5.9;EMPLEADO ;B1;2300000;0.31;1;11344000;2022;0.018;48; HOMBRE;397008;0.17;12;3;propia;tecnica/tecnologica;1;3;0
559;694;0;-999;1;21;4.5;EMPLEADO ;B1;3470000;0.22;1;8545000;2024;0.0208;48;HOMBRE;325489;0.1;1;1;propia_pagando;basica;2;4;1
560;756;0;-999;1;24;5.8;EMPLEADO ;B1;2150000;0.14;0;5802000;2022;0.0235;67; MUJER;196200;0.14;3;1;arriendo;media;2;2;0
561;726;0;-999;1;38;8.3;EMPLEADO ;C1;3000000;0;0;14545000;2024;0.023;36; HOMBRE;570680;0.19;13;3;propia;superior;1;3;0
562;635;0;769;0;32;7.3;EMPLEADO ;B1;1800000;0.06;1;1,10E+07;2022;0.029;72; HOMBRE;377372;0.23;7;2;propia_pagando;tecnica/tecnologica;2;3;0
563;-999;1;779;0;20;5.1;EMPLEADO ;C1;1450000;0.15;1;7310000;2025;0.0187;57;HOMBRE;179264;0.11;1;1;propia_pagando;media;2;4;0
564;854;0;-999;1;27;5.4;EMPLEADO ;B1;1900000;0;0;13242000;2025;0.0187;36;HOMBRE ;558130;0.27;1;1;propia_pagando;basica;3;4;1
565;683;0;-999;1;43;7.4;EMPLEADO ;B1;3800000;0.18;0;13545000;2025;0.0187;71;MUJER;390466;0.1;14;3;propia_pagando;media;2;3;0
566;819;0;832;0;45;6.5;EMPLEADO ;B1;5100000;0.2;1;7045000;2024;0.025;60; MUJER;196200;0.08;18;4;arriendo;media;2;2;0
567;721;0;-999;1;21;5.1;EMPLEADO ;B1;;0.18;0;13545000;2024;0.025;60; HOMBRE;427412;0.28;1;1;arriendo;basica;2;4;0
568;-999;1;860;0;23;6.2;EMPLEADO ;C1;2200000;0.21;1;13045000;2024;0.0215;72;MUJER;390466;0.23;2;1;arriendo;media;2;3;1
569;737;0;-999;1;44;7.4;EMPLEADO ;B1;5400000;0.28;0;14065000;2025;0.0187;48;MUJER;432182;0.13;20;4;propia;superior;1;3;0
570;743;0;-999;1;26;6.5;EMPLEADO ;B1;3000000;0.2;0;13445000;2025;0.019;72;HOMBRE;364532;0.11;5;2;propia_pagando;tecnica/tecnologica;2;4;1
571;392;0;700;0;48;5.8;EMPLEADO ;C1;2300000;0.06;1;7695000;2022;0.028;15; MUJER;412426;0.25;1;1;propia_pagando;media;3;4;0
572;721;0;-999;1;34;5;EMPLEADO ;B1;7000000;0.24;0;10945000;2024;0.025;36; HOMBRE;485858;0.02;10;3;propia;media;1;4;0
573;849;0;-999;1;27;5.6;EMPLEADO ;B1;2400000;0;0;15150000;2023;0.031;48; HOMBRE;600648;0.25;6;2;propia_pagando;tecnica/tecnologica;2;3;0
574;789;0;-999;1;31;5.8;INDEPENDIENTE;B1;4000000;0.02;0;13245000;2024;0.0208;48;HOMBRE;437800;0.13;7;2;propia_pagando;media;2;3;0
575;734;0;-999;1;34;5.9;EMPLEADO ;B1;1700000;0.06;0;6645000;2023;0.029;24; MUJER;198422;1.89;8;3;propia_pagando;media;2;3;0
576;-999;1;817;0;21;5.1;INDEPENDIETE;C1;2200000;0.13;0;10545000;2025;0.019;48;HOMBRE;372374;0.15;1;1;arriendo;basica;2;4;0
577;402;0;837;0;30;5.5;INDEPENDIENTE;C1;;0.26;1;15625000;2022;0.022;60; MUJER;415627;0.28;7;2;propia;superior;1;3;0
578;729;0;801;0;19;5;EMPLEADO ;C1;2100000;0;0;13614000;2025;0.0187;36;HOMBRE ;845000;0.29;1;;propia_pagando;basica;2;4;0
579;-999;1;784;0;27;5.2;EMPLEADO ;C1;;0.05;1;7310000;2024;0.0197;24;HOMBRE;479400;0.32;2;1;arriendo;media;2;2;0
580;682;0;-999;1;41;7.9;EMPLEADO ;B1;4200000;0;0;13384000;2025;0.019;48;HOMBRE;437800;0.1;14;3;propia;superior;1;3;0
581;811;0;-999;1;43;6.4;EMPLEADO ;B1;2250000;0;0;7045000;2024;0.0197;36;HOMBRE;280510;0.08;20;;propia_pagando;media;1;4;0
582;800;0;-999;1;20;4.8;EMPLEADO ;B1;2400000;0;0;6740000;2025;0.0187;36;HOMBRE ;215945;0.09;1;1;arriendo;basica;2;4;0
583;732;0;-999;1;25;5.3;EMPLEADO ;B1;2200000;0;0;6695000;2023;0.03;36; HOMBRE;299060;0.11;4;2;propia_pagando;media;2;4;0
584;707;0;-999;1;25;5.1;EMPLEADO ;B1;2100000;0.19;0;6045000;2023;0.031;24; MUJER;423904;0.21;4;2;propia_pagando;tecnica/tecnologica;2;3;0
585;698;0;-999;1;22;4.9;EMPLEADO ;B1;;0.16;0;4200000;2023;0.03;48; HOMBRE;233409;0.09;2;1;arriendo;media;2;3;0
586;-999;1;639;0;20;6.7;INDEPENDIENTE;C1;3000000;0.02;1;19445000;2024;0.0197;48;HOMBRE;531600;0.19;2;1;arriendo;tecnica/tecnologica;2;3;0
587;619;0;403;0;32;5.6;EMPLEADO ;B1;4200000;0;1;11695000;2024;0.023;12; HOMBRE;454713;0.13;8;3;propia;superior;1;3;0
588;704;0;-999;1;33;5.5;EMPLEADO ;B1;2000000;0;0;10450000;2023;0.031;72; HOMBRE;383913;0.21;7;2;propia_pagando;media;2;4;1
589;709;0;-999;1;33;7.1;EMPLEADO ;B1;7100000;0.1;0;12920000;2024;0.025;48; HOMBRE;497182;0.03;8;3;propia_pagando;tecnica/tecnologica;2;3;0
590;718;0;-999;1;28;4.5;EMPLEADO ;B1;1500000;0.01;0;11340000;2023;0.031;69; HOMBRE;462321;0.26;2;1;propia_pagando;basica;3;4;0
591;716;0;-999;1;26;5.1;EMPLEADO ;B1;2700000;0;0;6695000;2023;0.027;36; HOMBRE;226828;0.12;4;2;propia_pagando;tecnica/tecnologica;2;4;0
592;745;0;668;0;25;6.4;INDEPENDIENTE;C1;3150000;0;1;17025000;2024;0.025;60; HOMBRE;629808;0.25;3;1;arriendo;media;2;3;0
593;-999;1;809;0;29;7.1;EMPLEADO ;C1;4200000;0.06;1;15254000;2025;0.0187;48;HOMBRE;488142;0.15;6;2;propia_pagando;superior;1;3;1
594;667;0;849;0;27;6.1;EMPLEADO ;C1;3000000;0.63;1;8170000;2024;0.025;36; HOMBRE;226828;0.07;5;;arriendo;media;2;3;1
595;779;0;668;0;29;6.6;EMPLEADO ;B1;1300000;0;1;12920000;2023;0.031;60; HOMBRE;437250;0.23;6;1;propia;tecnica/tecnologica;1;3;0
596;697;0;-999;1;25;5.3;EMPLEADO ;B1;1900000;0.01;0;1,20E+07;2024;0.0208;32;HOMBRE;450289;0.26;3;1;arriendo;media;2;3;1
597;392;0;724;0;32;7.3;EMPLEADO ;C1;;0.18;1;14900000;2023;0.029;60; MUJER;559508;0.33;9;3;propia_pagando;superior;1;3;0
598;619;0;864;0;24;5.7;EMPLEADO ;C1;2500000;0.63;0;12545000;2024;0.0215;72;MUJER;328982;0.15;3;1;arriendo;media;2;3;0
599;576;0;745;0;35;7.3;EMPLEADO ;C1;2200000;0.09;1;13134000;2023;0.031;60; HOMBRE;600648;0.33;8;4;arriendo;tecnica/tecnologica;2;3;0
600;798;0;-999;1;27;6.3;EMPLEADO ;B1;1450000;0.05;0;13674000;2024;0.023;60; HOMBRE;383198;0.22;3;1;arriendo;media;2;2;0
601;698;0;725;0;27;5.5;EMPLEADO ;C1;1250000;0.01;1;1,20E+07;2023;0.029;60; HOMBRE;407678;0.26;2;1;arriendo;media;2;2;0
602;750;0;-999;1;43;6.4;EMPLEADO ;B1;2178393;0;0;11924000;2023;0.03;60; HOMBRE;403089;0.22;1;1;propia_pagando;basica;3;4;1
603;789;0;-999;1;20;5.1;EMPLEADO ;B1;2000000;0.46;0;13745000;2024;0.0208;60;HOMBRE;360000;0.23;1;1;arriendo;basica;2;4;1
604;693;0;-999;1;34;5.5;EMPLEADO ;B1;2820720;0.36;0;15045000;2025;0.0187;36;HOMBRE ;550202;0.19;9;3;propia_pagando;media;2;3;1
605;731;0;-999;1;29;5.6;EMPLEADO ;C1;2000000;0;0;9,00E+06;2024;0.025;48; HOMBRE;338556;0.25;5;3;propia_pagando;tecnica/tecnologica;2;3;0
606;461;0;828;0;22;5.9;EMPLEADO ;C1;;0.14;1;13045000;2023;0.029;72; HOMBRE;556881;0.35;2;1;arriendo;media;2;2;0
607;656;0;-999;1;28;5.6;EMPLEADO ;B1;1400000;0;0;10045000;2023;0.031;60; HOMBRE;383913;0.23;6;2;propia_pagando;tecnica/tecnologica;2;3;0
608;803;0;-999;1;27;5.3;EMPLEADO ;B1;2700000;0.32;0;14704000;2025;0.016;48;MUJER;488142;0.16;1;1;arriendo;basica;2;4;0
609;748;0;-999;1;34;6.3;EMPLEADO ;B1;7100000;2.78;0;9600458;2025;0.0187;12;MUJER;556731;0.04;8;3;propia;superior;1;3;0
610;536;0;782;0;24;7.3;EMPLEADO ;C1;1300000;0.61;1;15045000;2024;0.025;60; MUJER;466784;0.4;4;2;propia_pagando;tecnica/tecnologica;2;3;0
611;697;0;820;0;20;4.6;EMPLEADO ;C1;1600000;0;1;7645000;2025;0.0187;12;HOMBRE;571290;0.31;1;1;arriendo;basica;2;4;0
612;538;0;821;0;48;4.7;EMPLEADO ;C1;4709970;0.55;1;16284000;2023;0.027;71; MUJER;1159658;0.16;1;1;propia_pagando;basica;3;4;0
613;695;0;849;0;42;4.7;EMPLEADO ;B1;;0.14;1;18045000;2023;0.026;72; HOMBRE;610000;0.27;1;2;propia_pagando;basica;3;4;0
614;715;0;-999;1;24;4.5;INDEPENDIENTE;B1;2100000;0;0;1,10E+07;2024;0.025;72; HOMBRE;370285;0.2;3;2;arriendo;media;2;3;0
615;724;0;-999;1;26;5.8;EMPLEADO ;B1;1500000;0;0;9545000;2024;0.0215;72;MUJER;434354;0.3;5;2;propia_pagando;tecnica/tecnologica;2;3;0
616;800;0;-999;1;29;8.5;INDEPENDIENTE;B1;3200000;0.46;0;9545000;2025;0.0187;60;MUJER ;325914;0.14;5;;propia_pagando;superior;1;3;0
617;801;0;-999;1;33;5.8;EMPLEADO ;B1;2100000;0;0;16004000;2025;0.019;72;HOMBRE;442860;0.18;9;3;propia_pagando;media;2;3;0
618;-999;1;860;0;24;5.2;EMPLEADO ;C1;2800000;0.42;1;18045000;2024;0.0197;23;HOMBRE;869346;0.26;3;1;arriendo;media;2;3;0
619;737;0;735;0;23;5.7;EMPLEADO ;C1;;0.35;1;6925500;2022;0.022;60; HOMBRE;224488;0.14;2;1;arriendo;media;2;2;0
620;701;0;-999;1;34;6.1;EMPLEADO ;B1;2400000;0.18;0;11045000;2025;0.0187;48;HOMBRE ;360944;0.12;9;2;propia;superior;1;3;0
621;791;0;-999;1;37;5.8;EMPLEADO ;B1;4000000;0.17;0;9910000;2024;0.0215;72; HOMBRE;279951;0.08;12;3;arriendo;media;2;2;0
622;-999;1;881;0;21;6;EMPLEADO ;C1;1623500;0.14;1;18045000;2025;0.019;48;HOMBRE;508021;0.35;1;1;arriendo;basica;2;4;0
623;771;0;734;0;22;4.6;EMPLEADO ;C1;2600000;0.21;1;7045000;2025;0.019;48;HOMBRE;191900;0.09;2;2;arriendo;media;2;2;0
624;667;0;849;0;24;5.1;EMPLEADO ;C1;1350000;0.33;1;15545000;2024;0.025;72; MUJER;519110;0.33;1;1;arriendo;basica;2;4;1
625;746;0;-999;1;28;5.8;INDEPENDIENTE;B1;4400000;0.28;0;20045000;2025;0.016;48;MUJER;680877;0.1;6;3;propia;superior;1;3;0
626;722;0;-999;1;28;5.4;EMPLEADO ;B1;3000000;0.38;0;7045000;2025;0.0187;57;MUJER;343998;0.13;1;1;propia;basica;1;4;0
627;668;0;725;0;23;5.5;EMPLEADO ;C1;900000;0.08;1;5802000;2022;0.022;19; MUJER;198422;0.11;2;1;arriendo;media;2;3;0
628;-999;1;814;0;33;5.9;EMPLEADO ;C1;1600000;0;1;10045000;2024;0.0208;48;MUJER;372374;0.25;9;3;propia_pagando;media;2;3;0
629;699;0;-999;1;23;8;EMPLEADO ;B1;1600000;0.26;0;16545000;2025;0.0187;72;HOMBRE ;536500;0.4;2;1;arriendo;media;2;3;0
630;-999;1;755;0;21;5.2;EMPLEADO ;C1;;0.23;1;11440000;2024;0.0208;18;HOMBRE;388913;0.22;1;1;arriendo;basica;3;4;0
631;719;0;-999;1;34;6.5;EMPLEADO ;B1;2620720;0.01;0;17035000;2024;0.0208;48;HOMBRE;508021;0.19;8;3;propia_pagando;tecnica/tecnologica;2;3;0
632;748;0;-999;1;34;5.2;EMPLEADO ;B1;4460000;0.14;0;13545000;2022;0.022;32; HOMBRE;845000;0.15;5;2;propia_pagando;tecnica/tecnologica;2;3;1
633;703;0;-999;1;32;6.4;INDEPENDIETE;B1;2700000;0;0;12545000;2025;0.0187;48;HOMBRE;360530;0.12;7;1;propia_pagando;superior;1;3;0
634;741;0;683;0;25;7.4;EMPLEADO;C1;2300000;0.19;1;10835000;2025;0.019;72;MUJER;332280;0.13;4;2;propia_pagando;media;2;3;1
635;818;0;-999;1;45;6.4;EMPLEADO ;B1;2600000;0.2;0;9545000;2024;0.0215;36; HOMBRE;530332;0.32;17;3;propia;superior;1;4;0
636;771;0;-999;1;36;7.7;EMPLEADO ;B1;2650000;0;0;14045000;2024;0.0197;60;HOMBRE;380787;0.17;13;3;propia_pagando;media;2;3;0
637;715;0;-999;1;25;6.7;EMPLEADO ;B1;1750000;0.06;0;8045000;2024;0.0197;24;MUJER;547051;0.27;3;1;arriendo;media;2;3;0
638;763;0;-999;1;31;5.3;EMPLEADO ;B1;2900000;0.22;0;16045000;2024;0.0208;60;HOMBRE;424784;0.14;9;3;propia_pagando;tecnica/tecnologica;2;4;1
639;708;0;-999;1;36;5.9;EMPLEADO ;B1;2500000;0.05;0;10050000;2024;0.0197;36;HOMBRE;373400;0.17;10;3;propia_pagando;media;2;3;0
640;628;0;805;0;19;5.2;INDEPENDIETE;C1;1700000;0.11;1;13614000;2025;0.019;48;HOMBRE;448811;0.19;1;1;propia_pagando;basica;2;4;0
641;752;0;-999;1;38;5.7;EMPLEADO ;B1;;0.2;0;11695000;2024;0.0215;36;MUJER;460786;0.02;16;4;propia;superior;1;3;0
642;628;0;745;0;21;5.4;EMPLEADO ;C1;2900000;0;1;15150000;2023;0.023;60; HOMBRE;448798;0.18;2;1;arriendo;media;2;2;0
643;726;0;-999;1;29;5.9;EMPLEADO ;B1;2000000;0;0;11595000;2024;0.0197;60;HOMBRE;262054;0.13;6;1;propia_pagando;tecnica/tecnologica;1;4;0
644;727;0;-999;1;25;6.5;EMPLEADO ;C1;2500000;0;0;16045000;2023;0.03;72; HOMBRE;556881;0.19;3;1;arriendo;media;2;3;1
645;558;0;683;0;31;7;EMPLEADO ;C1;1700000;0;1;13624000;2023;0.03;48; HOMBRE;559508;0.33;9;3;propia;tecnica/tecnologica;1;3;0
646;-999;1;817;0;20;6.2;EMPLEADO ;C1;2300000;0.11;1;8034000;2025;0.0187;36;HOMBRE ;326210;0.18;1;1;propia_pagando;basica;2;4;1
647;635;0;-999;1;41;5.9;EMPLEADO ;B1;1443214;0.14;0;13134000;2023;0.029;45; HOMBRE;437250;0.23;1;1;propia;basica;1;4;0
648;744;0;-999;1;28;5.4;EMPLEADO ;C1;2400000;0.32;0;1,10E+07;2025;0.0187;72;HOMBRE;398235;0.13;2;1;propia_pagando;basica;3;4;1
649;744;0;-999;1;30;6.6;EMPLEADO ;B1;1700000;0;0;10045000;2025;0.019;48;HOMBRE;358360;0.23;8;3;propia_pagando;tecnica/tecnologica;2;4;0
650;694;0;-999;1;27;6.5;EMPLEADO ;B1;1100000;0;0;1,60E+07;2023;0.031;72; HOMBRE;437250;0.27;6;;propia_pagando;tecnica/tecnologica;2;3;0
651;783;0;-999;1;39;4.8;EMPLEADO ;B1;1700000;0.08;0;10890001;2022;0.022;57; HOMBRE;434354;0.22;9;3;propia;tecnica/tecnologica;2;3;0
652;819;0;-999;1;42;6.8;EMPLEADO ;B1;5200000;0.28;0;7045000;2024;0.025;60; HOMBRE;224488;0.09;15;4;propia;superior;1;2;0
653;-999;1;860;0;24;5.2;EMPLEADO ;C1;2600000;0.06;1;18045000;2024;0.0197;72;HOMBRE;515261;0.17;1;1;arriendo;basica;2;4;1
654;756;0;-999;1;32;5.9;EMPLEADO ;B1;2500000;0.15;0;20045000;2024;0.0197;48;HOMBRE;901773;0.29;9;3;propia;superior;1;3;0
655;740;0;-999;1;30;6.1;EMPLEADO ;B1;;0;0;13445000;2025;0.019;72;HOMBRE;364532;0.15;7;2;propia_pagando;tecnica/tecnologica;2;4;0
656;-999;1;804;0;23;5.9;EMPLEADO ;C1;2500000;0.53;1;11045000;2024;0.0197;18;HOMBRE;367384;0.13;2;1;arriendo;media;2;2;0
657;276;0;860;0;30;5.4;EMPLEADO ;C1;1600000;0;1;10045000;2024;0.025;72; HOMBRE;534174;0.27;2;1;propia_pagando;basica;3;4;0
658;794;0;667;0;37;5.2;EMPLEADO ;B1;7000000;0.31;1;10169999;2022;0.023;69; MUJER;279951;0.02;7;2;propia_pagando;media;2;4;0
659;734;0;770;0;30;4.5;EMPLEADO ;C1;2400000;0.07;1;16284000;2024;0.0215;72; HOMBRE;453832;0.18;6;2;propia_pagando;tecnica/tecnologica;2;3;0
660;750;0;-999;1;43;5.3;INDEPENDIENTE;B1;2000000;0.09;0;13674000;2023;0.03;36; HOMBRE;869346;0.31;10;3;propia;media;1;4;0
661;767;0;-999;1;35;18.8;EMPLEADO ;B1;3000000;0.01;0;11695000;2024;0.0208;60;HOMBRE;296986;0.08;10;3;propia_pagando;tecnica/tecnologica;2;4;0
662;739;0;791;0;31;5.9;EMPLEADO ;C1;2038000;0;1;11737300;2024;0.0197;48;HOMBRE;375522;0.22;8;3;propia_pagando;media;2;3;0
663;737;0;-999;1;39;7.9;EMPLEADO ;B1;4700000;0;0;14045000;2025;0.0187;36;HOMBRE ;845000;0.15;11;;propia;superior;1;2;0
664;576;0;587;0;48;6.4;EMPLEADO ;C1;2243214;0;1;10450000;2023;0.031;60; HOMBRE;365155;0.17;10;3;propia;tecnica/tecnologica;1;3;1
665;-999;1;784;0;22;7;EMPLEADO ;B1;3000000;0.32;1;11634000;2024;0.0197;48;MUJER;397008;0.14;2;1;arriendo;media;2;3;0
666;767;0;-999;1;34;6.4;EMPLEADO ;B1;3900000;0;0;16045000;2024;0.0197;72;HOMBRE;418582;0.07;8;3;propia_pagando;tecnica/tecnologica;2;4;0
667;402;0;828;0;30;4.7;EMPLEADO ;C1;1810000;0.01;1;18045000;2023;0.03;72; HOMBRE;1159658;0.33;7;2;propia;superior;1;3;0
668;733;0;-999;1;20;6.7;EMPLEADO ;B1;1500000;0;0;6045000;2025;0.0187;36;HOMBRE ;252892;0.18;1;2;arriendo;basica;2;4;1
669;-999;1;639;0;20;5.8;EMPLEADO ;C1;2400000;0.21;1;8170000;2024;0.0197;48;HOMBRE;196200;0.05;1;1;propia_pagando;basica;2;4;0
670;737;0;-999;1;44;6.6;EMPLEADO ;B1;3200000;0.28;0;15045000;2025;0.016;48;MUJER;477610;0.15;18;4;propia;superior;1;3;1
671;798;0;761;0;37;6.8;EMPLEADO ;B1;2700000;0.17;1;15045000;2024;0.023;36; HOMBRE;558130;0.17;10;3;propia;tecnica/tecnologica;1;4;0
672;743;0;832;0;30;6.3;INDEPENDIENTE;C1;6800000;0.91;1;9600458;2024;0.025;36; HOMBRE;485858;0.02;8;3;propia;superior;1;2;0
673;737;0;826;0;30;5.9;EMPLEADO ;C1;4000000;0;1;17495999;2024;0.0215;36;MUJER;548374;0.14;9;4;propia;media;1;4;0
674;698;0;836;0;22;5;EMPLEADO ;C1;2100000;0.23;1;11642000;2025;0.0187;72;HOMBRE;303480;0.19;2;1;arriendo;media;2;2;0
675;630;0;286;0;38;5.5;INDEPENDIENTE;B1;3000000;0;0;12545000;2024;0.023;72; HOMBRE;434354;0.17;14;3;propia;media;1;4;0
676;763;0;-999;1;29;7.3;EMPLEADO ;C1;3600000;0.25;0;16929000;2024;0.0208;36;HOMBRE;869346;0.16;6;2;propia_pagando;tecnica/tecnologica;2;4;0
677;447;0;828;0;30;5.4;EMPLEADO ;C1;;0.53;1;2,40E+07;2023;0.022;60; HOMBRE;603037;0.24;2;1;arriendo;basica;2;4;0
678;811;0;-999;1;43;6.4;EMPLEADO ;B1;3500000;0.18;1;8654000;2024;0.0197;48;HOMBRE;286475;0.12;20;4;propia;superior;1;3;0
679;739;0;735;0;20;6.1;EMPLEADO ;C1;2400000;0.24;1;13420000;2024;0.025;60; HOMBRE;383581;0.22;1;1;arriendo;basica;2;4;0
680;756;0;696;0;30;5.6;EMPLEADO ;C1;7200000;0.16;1;16274000;2025;0.0187;60;HOMBRE;453832;0.04;8;3;propia;superior;1;3;0
681;837;0;-999;1;25;5.4;EMPLEADO ;B1;1700000;0;0;11145000;2024;0.023;72; HOMBRE;370285;0.19;4;2;propia;tecnica/tecnologica;1;4;0
682;766;0;-999;1;40;5.2;EMPLEADO ;B1;2300000;0;0;7045000;2025;0.0187;36;MUJER ;299060;0.11;15;4;propia;superior;1;3;1
683;-999;1;779;0;25;5.2;INDEPENDIENTE;B1;1150000;0.14;1;3,00E+06;2025;0.0187;60;HOMBRE;196200;0.12;1;1;propia_pagando;basica;2;4;0
684;692;0;801;0;19;5.2;EMPLEADO ;C1;2700000;0.27;1;10545000;2025;0.0187;40;HOMBRE ;332280;0.11;1;1;propia_pagando;basica;2;4;0
685;587;0;836;0;19;5.2;EMPLEADO ;C1;2300000;0.23;0;16284000;2025;0.0187;72;MUJER;539236;0.2;1;;arriendo;basica;2;4;0
686;-999;1;683;0;34;7;EMPLEADO ;C1;1700000;0;1;11924000;2023;0.03;48; HOMBRE;482651;0.29;9;3;propia_pagando;tecnica/tecnologica;2;3;0
687;789;0;-999;1;33;5.8;EMPLEADO ;B1;4500000;0;0;11344000;2024;0.0208;36;HOMBRE;450289;0.13;8;3;propia_pagando;media;2;3;1
688;592;0;426;0;30;6.5;EMPLEADO ;B1;6500000;0;0;12945000;2025;0.0187;48;HOMBRE ;438872;0.08;8;4;propia;superior;1;3;0
689;715;0;-999;1;38;7.4;EMPLEADO ;B1;2320720;0.01;0;14045000;2024;0.0197;63;HOMBRE;362736;0.12;18;4;propia_pagando;superior;1;3;0
690;576;0;656;0;28;5.3;EMPLEADO ;C1;2300000;0;1;12920000;2023;0.031;60; HOMBRE;437250;0.25;7;2;propia_pagando;tecnica/tecnologica;2;3;0
691;811;0;-999;1;46;5.3;EMPLEADO ;B1;1700000;0;0;11595000;2024;0.0197;48;MUJER;365200;0.17;18;4;propia;tecnica/tecnologica;1;4;0
692;854;0;-999;1;27;6.5;EMPLEADO ;C1;1500000;0;1;13242000;2025;0.019;48;HOMBRE;432182;0.22;7;2;propia;tecnica/tecnologica;1;4;0
693;704;0;488;0;25;5.4;EMPLEADO ;B1;2100000;0.27;1;12920000;2023;0.03;60; HOMBRE;556881;0.31;3;1;arriendo;media;2;3;0
694;698;0;-999;1;26;6.3;INDEPENDIETE;B1;3300000;0;0;8034000;2025;0.019;60;HOMBRE;126000;0.11;5;2;propia_pagando;superior;1;3;0
695;-999;1;731;0;24;7;EMPLEADO ;C1;1549000;0.62;1;6925500;2022;0.0235;58; HOMBRE;198168;0.14;1;1;propia_pagando;basica;3;5;0
696;708;0;-999;1;28;8;EMPLEADO ;B1;2100000;0.01;0;13545000;2024;0.0197;48;HOMBRE;437800;0.19;8;3;propia_pagando;media;2;3;0
697;626;0;745;0;32;7;EMPLEADO ;C1;2500000;0.06;1;11645000;2023;0.031;60; HOMBRE;415060;0.15;9;3;propia;tecnica/tecnologica;1;3;0
698;752;0;-999;1;38;5.9;EMPLEADO ;B1;2800000;0.18;0;17495999;2024;0.023;36; HOMBRE;548374;0.18;14;3;propia;media;1;4;0
699;764;0;-999;1;26;6.5;EMPLEADO ;B1;2300000;0.32;0;4825000;2025;0.0187;48;HOMBRE;255366;0.1;5;2;arriendo;media;2;3;1
700;695;0;638;0;26;5.2;EMPLEADO ;C1;1700000;0.01;1;9,00E+06;2024;0.025;60; HOMBRE;377401;0.25;1;;propia_pagando;basica;2;4;0
701;630;0;761;0;31;6.6;EMPLEADO ;C1;3800000;0.06;1;11645000;2024;0.023;36; HOMBRE;462360;0.11;8;3;propia_pagando;tecnica/tecnologica;2;4;1
